design,n_runs,active_aux_epochs_mean,active_aux_epochs_population_std,active_train_hier_loss_mean_mean,active_train_hier_loss_mean_population_std,active_train_hier_loss_fast_mean_mean,active_train_hier_loss_fast_mean_population_std,active_train_hier_loss_medium_mean_mean,active_train_hier_loss_medium_mean_population_std,active_train_hier_loss_bridge_mean_mean,active_train_hier_loss_bridge_mean_population_std,active_train_hier_loss_recovery_mean_mean,active_train_hier_loss_recovery_mean_population_std,active_weighted_aux_term_mean_mean,active_weighted_aux_term_mean_population_std,final_val_hier_loss_mean,final_val_hier_loss_population_std,final_val_bridge_mean,final_val_bridge_population_std,final_val_recovery_mean,final_val_recovery_population_std
hacssmv7_noaux,25,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0842594274620215,0.036871521427729655,0.10316318595608075,0.04238668636932159,0.06535566858649254,0.03137093185129005
hacssmv7_sharedaction,25,99.0,0.0,0.08828729697884667,0.03687961228370817,0.06432421640297513,0.029005661016006865,0.11225037752862865,0.04521644978876463,0.10764570097329239,0.04157400855832312,0.06892889289651588,0.03220463198830181,0.0013268859194480506,0.0005308982160955383,0.08257535195151965,0.037579130502994135,0.10079488002260527,0.042731398367605304,0.06435582393010457,0.03244325994842075
hacssmv7_noshrink,25,99.0,0.0,0.09044037477285774,0.03722448990782914,0.0645754845768598,0.029422388440968113,0.11630526494983204,0.04552743041931648,0.10870759700885926,0.04139723746472649,0.07217315250625113,0.03308893649168636,0.0013452839160956473,0.0005345468006623251,0.08493278708259265,0.03745800684225859,0.1007354174276193,0.042440329543893665,0.0691301569322745,0.03250543376973583
hacssmv7_actiononly,25,99.0,0.0,0.0849344650730407,0.036453369379008525,0.05714936198969816,0.02604886244534771,0.1127195681066291,0.04774112937997653,0.08493446512438366,0.036453369341363825,0.0,0.0,0.001199776510651893,0.0004954569151861804,0.09038016258279483,0.041964748359703104,0.09038016224304835,0.04196474758026935,0.0,0.0
hacssmv7_uniform,25,99.0,0.0,0.10620718449136758,0.03414149189118394,0.13903679535746172,0.038296799843196276,0.07337757367519485,0.03067545666665609,0.14307629143382297,0.03697419756781921,0.06933807756145528,0.031620696896617895,0.001578599595941505,0.00048860564878668,0.1010853320658207,0.03612876578021745,0.13709188990592958,0.040845371480797275,0.06507877472837766,0.03157430466078679
hacssmv7_norecovery,25,99.0,0.0,0.1083690895901117,0.04138121800459441,0.08688771634273791,0.036985209101320124,0.12985046290722493,0.04646300369925052,0.10836908966118906,0.04138121799847199,0.0,0.0,0.0016096652108592148,0.0005900438828790575,0.10182531056205432,0.04106513406045484,0.10182531151771546,0.041065134892365275,0.0,0.0
hacssmv7_noaction,25,99.0,0.0,0.08700301369666785,0.03541704074493674,0.0640589959315295,0.028458117517547333,0.10994703137780948,0.04285895601694017,0.10641316774066048,0.04001953514448675,0.06759285958143062,0.03083234300774352,0.0013206450738349766,0.0005206205257976686,0.075340599522988,0.03222167028712319,0.09203875921169917,0.036605248504454485,0.05864244039058685,0.0278634407852616
hacssmv7_single,25,99.0,0.0,0.0962676426253201,0.03516739499129855,0.06749819114390347,0.030956268510392168,0.1250370941332026,0.04048675791940485,0.1171156406088175,0.0380184498333769,0.07541964468012086,0.03237296996481474,0.0014118059040094714,0.0005025192583307624,0.09580554406841596,0.035981468277305896,0.11636037629445393,0.03823891811233368,0.07525071209073067,0.033788496604554935
hacssmv7,25,99.0,0.0,0.0893119695085267,0.03719431844350175,0.0641585045260211,0.029269754031363174,0.11446543450608399,0.045636151704719234,0.10879422284453673,0.04175592447009575,0.06982971624518283,0.03265273580278922,0.001336594981337755,0.0005342802547262992,0.0839413902302583,0.036465489799149604,0.1022833333770434,0.04136106808424181,0.06559944733977317,0.03159188173813682
